"ISSN","TITULO","ESTRATO","ISSN_temp","Print_ISSN","E_ISSN"
"0264-4401","ENGINEERING COMPUTATIONS","A3","2644401","2644401",NA
"0969-9988","ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT (PRINT)","A1","9699988","9699988","1365232X"
"1350-6307","ENGINEERING FAILURE ANALYSIS","A1","13506307","13506307",NA
"0013-7944","ENGINEERING FRACTURE MECHANICS","A2","137944","137944",NA
"0013-7952","ENGINEERING GEOLOGY","A1","137952","137952",NA
"1881-8366","ENGINEERING IN AGRICULTURE, ENVIRONMENT AND FOOD","A4","18818366","18818366",NA
"1618-0240","ENGINEERING IN LIFE SCIENCES (PRINT)","A4","16180240","16180240","16182863"
"0125-8281","ENGINEERING JOURNAL","A4","1258281",NA,"1258281"
"1042-9247","ENGINEERING MANAGEMENT JOURNAL","A4","10429247","10429247",NA
"0305-215X","ENGINEERING OPTIMIZATION (PRINT)","A2","305215X",NA,NA
"0141-0296","ENGINEERING STRUCTURES","A1","1410296","1410296","18737323"
"0177-0667","ENGINEERING WITH COMPUTERS","A2","1770667","1770667","14355663"
"1435-5663","ENGINEERING WITH COMPUTERS (INTERNET)","A2","14355663","1770667","14355663"
"1682-3257","ENGLISH FOR SPECIFIC PURPOSES WORLD","B3","16823257",NA,NA
"1916-4750","ENGLISH LANGUAGE TEACHING","B1","19164750",NA,NA
"0266-0784","ENGLISH TODAY (CAMBRIDGE)","A4","2660784","2660784",NA
"0211-402X","ENRAHONAR (BELLATERRA)","B1","211402X",NA,NA
"1809-4465","ENSAIO - AVALIAÇÃO E POLÍTICAS PÚBLICAS EM EDUCAÇÃO","A1","18094465",NA,NA
"1983-2117","ENSAIO: PESQUISA EM EDUCAÇÃO EM CIÊNCIAS (ONLINE)","A2","19832117",NA,NA
"1414-8854","ENSAIOS DE HISTÓRIA (FRANCA)","B4","14148854",NA,NA
"1415-6938","ENSAIOS E CIÊNCIA: CIÊNCIAS BIOLÓGICAS, AGRÁRIAS E DA SAÚDE","B1","14156938",NA,NA
"2178-695X","ENSAIOS E CIÊNCIA: CIÊNCIAS BIOLÓGICAS, AGRÁRIAS E DA SAÚDE","B1","2178695X",NA,NA
"0101-1723","ENSAIOS FEE (IMPRESSO)","A4","1011723",NA,NA
"2527-158X","ENSAIOS PEDAGÓGICOS (SOROCABA)","B4","2527158X",NA,NA
"0212-4521","ENSEÑANZA DE LAS CIENCIAS","A1","2124521","2124521","21746486"
"2174-6486","ENSEÑANZA DE LAS CIENCIAS (ONLINE)","A1","21746486","2124521","21746486"
"1132-9157","ENSEÑANZA DE LAS CIENCIAS DE LA TIERRA","A1","11329157",NA,NA
"2447-5777","ENSINO & MULTIDISCIPLINARIDADE","B3","24475777",NA,NA
"1676-1030","ENSINO & PESQUISA","A4","16761030",NA,NA
"2358-4122","ENSINO DA MATEMÁTICA EM DEBATE","A3","23584122",NA,NA
"2237-4450","ENSINO DE CIÊNCIAS E TECNOLOGIA EM REVISTA","A3","22374450",NA,NA
"2317-9961","ENSINO DE SOCIOLOGIA EM DEBATE","B4","23179961",NA,NA
"2595-0479","ENSINO EM FOCO (ONLINE)","B4","25950479",NA,NA
"0104-3757","ENSINO EM RE-VISTA (UFU. IMPRESSO)","A3","1043757",NA,NA
"1983-7011","ENSINO, SAÚDE E AMBIENTE","A4","19837011",NA,NA
"2042-2156","ENT & AUDIOLOGY NEWS","B3","20422156",NA,NA
"1751-7575","ENTERPRISE INFORMATION SYSTEMS (PRINT)","A2","17517575","17517575","17517583"
"1875-9521","ENTERTAINMENT COMPUTING","A4","18759521","18759521",NA
"2446-6115","ENTHEORIA: CADERNOS DE LETRAS E HUMANAS","B4","24466115",NA,NA
"1983-0572","ENTOMOBRASILIS (VASSOURAS)","B4","19830572",NA,NA
"0013-8703","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA (PRINT)","A3","138703","138703","15707458"
"0171-8177","ENTOMOLOGIA GENERALIS","A2","1718177","1718177",NA
"1947-5136","ENTOMOLOGICA AMERICANA (NEW YORK. PRINT)","A4","19475136",NA,NA
"0013-872X","ENTOMOLOGICAL NEWS","B3","13872X",NA,NA
"1343-8786","ENTOMOLOGICAL SCIENCE (TOKYO)","A4","13438786","13438786","14798298"
"0013-886X","ENTOMOLOGISK TIDSKRIFT (DOERBY)","B4","13886X",NA,NA
"1317-5262","ENTOMOTROPICA","B3","13175262",NA,NA
"1925-5268","ENTREHOJAS - REVISTA DE ESTUDIOS HISPÁNICOS","B1","19255268",NA,NA
"1980-4571","ENTRELACES (UFC)","B1","19804571",NA,NA
"1645-1880","ENTRELETRAS","A4","16451880",NA,NA
"1806-9509","ENTRELINHAS (UNISINOS. ONLINE)","B1","18069509",NA,NA
"2179-3514","ENTREMEIOS","B1","21793514",NA,NA
"2237-6321","ENTREPALAVRAS","A4","22376321",NA,NA
"0898-5626","ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT","A1","8985626","8985626","14645114"
"2007-5316","ENTRETEXTOS","B4","20075316",NA,NA
"1519-5392","ENTRETEXTOS (UEL)","B1","15195392",NA,NA
"2526-2793","ENTROPIA","B3","25262793",NA,NA
"1099-4300","ENTROPY (BASEL. ONLINE)","A4","10994300","10994300",NA
"2526-110X","ENUNCIAÇÃO - REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA DA UFFRJ","B2","2526110X",NA,NA
"0122-6339","ENUNCIACIÓN","A3","1226339",NA,NA
"1944-7450","ENVIONMETAL PROGRESS & SUSTAINABLE ENERGY","A2","19447450","19447442","19447450"
"0265-8135","ENVIRONMENT & PLANNING. B, PLANNING & DESIGN (PRINT)","A1","2658135","2658135",NA
"1355-770X","ENVIRONMENT AND DEVELOPMENT ECONOMICS (PRINT)","A2","1355770X","1355770X","14694395"
"1927-0496","ENVIRONMENT AND NATURAL RESOURCES RESEARCH","B2","19270496",NA,NA
"1472-3409","ENVIRONMENT AND PLANNING A","A2","14723409","308518X","14723409"
"2399-8083","ENVIRONMENT AND PLANNING B: URBAN ANALYTICS AND CITY SCIENCE","A3","23998083",NA,NA
"1472-3433","ENVIRONMENT AND PLANNING D: SOCIETY AND SPACE","A1","14723433","2637758","14723433"
"0263-7758","ENVIRONMENT AND PLANNING. D, SOCIETY & SPACE (PRINT)","A1","2637758","2637758","14723433"
"0160-4120","ENVIRONMENT INTERNATIONAL","A1","1604120","1604120","18736750"
"2194-5411","ENVIRONMENT SYSTEMS AND DECISION","A3","21945411","21945403","21945411"
"1387-585X","ENVIRONMENT, DEVELOPMENT AND SUSTAINABILITY","A3","1387585X","1387585X","15732975"
"1573-2975","ENVIRONMENT, DEVELOPMENT AND SUSTAINABILITY","A3","15732975","1387585X","15732975"
"1352-8505","ENVIRONMENTAL AND ECOLOGICAL STATISTICS","B3","13528505","13528505","15733009"
"0098-8472","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","A1","988472","988472",NA
"1098-2280","ENVIRONMENTAL AND MOLECULAR MUTAGENESIS (ONLINE)","A3","10982280","8936692","10982280"
"0893-6692","ENVIRONMENTAL AND MOLECULAR MUTAGENESIS (PRINT)","A3","8936692","8936692","10982280"
"0378-1909","ENVIRONMENTAL BIOLOGY OF FISHES","A4","3781909","3781909","15735133"
"1448-2517","ENVIRONMENTAL CHEMISTRY (COLLINGWOOD. PRINT)","A2","14482517","14482517",NA
"1610-3661","ENVIRONMENTAL CHEMISTRY LETTERS","A2","16103661",NA,NA
"1610-3653","ENVIRONMENTAL CHEMISTRY LETTERS (PRINT)","A2","16103653","16103653",NA
"0376-8929","ENVIRONMENTAL CONSERVATION","A2","3768929","3768929","14694387"
"2211-4645","ENVIRONMENTAL DEVELOPMENT","A1","22114645","22114645",NA
"1866-6280","ENVIRONMENTAL EARTH SCIENCES (PRINT)","A3","18666280","18666280","18666299"
"1350-4622","ENVIRONMENTAL EDUCATION RESEARCH","A1","13504622","14695871","13504622"
"1469-5871","ENVIRONMENTAL EDUCATION RESEARCH (ONLINE)","A1","14695871","14695871","13504622"
"1582-9596","ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL (PRINT)","A4","15829596","15829596",NA
"0046-225X","ENVIRONMENTAL ENTOMOLOGY","A3","46225X",NA,NA
"0269-4042","ENVIRONMENTAL GEOCHEMISTRY AND HEALTH","A2","2694042","2694042","15732983"
"2051-803X","ENVIRONMENTAL GEOTECHNICS","A4","2051803X",NA,"2051803X"
"1476-069X","ENVIRONMENTAL HEALTH (LONDON. 2002. ONLINE)","A1","1476069X","1476069X",NA
"0091-6765","ENVIRONMENTAL HEALTH PERSPECTIVES","A1","916765","916765","15529924"
"0195-9255","ENVIRONMENTAL IMPACT ASSESSMENT REVIEW","A1","1959255","1959255",NA
"0364-152X","ENVIRONMENTAL MANAGEMENT (NEW YORK)","A2","364152X",NA,NA
"1462-2912","ENVIRONMENTAL MICROBIOLOGY (PRINT)","A1","14622912","14622912","14622920"
"1758-2229","ENVIRONMENTAL MICROBIOLOGY REPORTS","A2","17582229","17582229",NA
"1420-2026","ENVIRONMENTAL MODELING & ASSESSMENT","A4","14202026","14202026","15732967"
"1364-8152","ENVIRONMENTAL MODELLING & SOFTWARE","A1","13648152","13648152",NA
"1573-2959","ENVIRONMENTAL MONITORING AND ASSESSMENT (DORDRECHT. ONLINE)","A2","15732959","1676369","15732959"
"0167-6369","ENVIRONMENTAL MONITORING AND ASSESSMENT (PRINT)","A2","1676369","1676369","15732959"
"2215-1532","ENVIRONMENTAL NANOTECHNOLOGY, MONITORING & MANAGEMENT","A3","22151532",NA,"22151532"
"1756-9338","ENVIRONMENTAL POLICY AND GOVERNANCE","A2","17569338","1756932X","17569338"
"0269-7491","ENVIRONMENTAL POLLUTION (1987)","A1","2697491","2697491","18736424"
"1566-0745","ENVIRONMENTAL POLLUTION (LONDON)","B4","15660745",NA,NA
"2198-7491","ENVIRONMENTAL PROCESSES","A3","21987491","21987491","21987505"
"1944-7442","ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY (PRINT)","A2","19447442","19447442","19447450"
"1520-6483","ENVIRONMENTAL QUALITY MANAGEMENT","A3","15206483","10881913","15206483"
"1088-1913","ENVIRONMENTAL QUALITY MANAGEMENT (PRINT)","A3","10881913","10881913","15206483"
"0013-9351","ENVIRONMENTAL RESEARCH (NEW YORK, N.Y. PRINT)","A1","139351","139351","10960953"
"1935-3049","ENVIRONMENTAL RESEARCH JOURNAL","B4","19353049",NA,NA
"1748-9326","ENVIRONMENTAL RESEARCH LETTERS","A1","17489326","17489326",NA
"1208-6053","ENVIRONMENTAL REVIEWS","A2","12086053","11818700","12086053"
"1181-8700","ENVIRONMENTAL REVIEWS (PRINT)","A2","11818700","11818700","12086053"
"1462-9011","ENVIRONMENTAL SCIENCE & POLICY","A1","14629011","14629011","18736416"
"0013-936X","ENVIRONMENTAL SCIENCE & TECHNOLOGY","A1","13936X",NA,NA
"0944-1344","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL","A2","9441344","9441344","16147499"
"2051-8153","ENVIRONMENTAL SCIENCE: NANO","A1","20518153","20518153","20518161"
"2050-7887","ENVIRONMENTAL SCIENCE: PROCESSES & IMPACTS","A2","20507887","20507887","20507895"
"2190-4715","ENVIRONMENTAL SCIENCES EUROPE","A2","21904715","21904707","21904715"
"0959-3330","ENVIRONMENTAL TECHNOLOGY","A2","9593330","9593330","1479487X"
"2352-1864","ENVIRONMENTAL TECHNOLOGY & INNOVATION","A3","23521864","23521864",NA
"1520-4081","ENVIRONMENTAL TOXICOLOGY (PRINT)","A2","15204081","15204081","15227278"
"0730-7268","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","A2","7307268","7307268","15528618"
"1382-6689","ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","A2","13826689","13826689",NA
"1614-7499","ENVIRONMETAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL (INTERNET)","A2","16147499","9441344","16147499"
"1099-095X","ENVIRONMETRICS (LONDON, ONT. ONLINE)","A3","1099095X","11804009","1099095X"
"1180-4009","ENVIRONMETRICS (LONDON. ONT.)","A3","11804009","11804009","1099095X"
"0141-0229","ENZYME AND MICROBIAL TECHNOLOGY","A2","1410229","1410229","18790909"
"2090-0414","ENZYME RESEARCH (ONLINE)","A3","20900414","20900406","20900414"
"2526-9798","EOFTALMO (ONLINE)","B4","25269798",NA,NA
"2271-6386","EOLLES","B2","22716386",NA,NA
"2176-1833","EPEQ FAFIBE","B4","21761833",NA,NA
"1473-2866","EPHEMERA (ONLINE)","A1","14732866",NA,NA
"2516-2330","EPIC SERIES IN ENGINEERING","B2","25162330",NA,NA
"1755-4365","EPIDEMICS","A1","17554365","17554365","18780067"
"1120-9763","EPIDEMIOLOGIA E PREVENZIONE","B2","11209763","11209763","23851937"
"2237-9622","EPIDEMIOLOGIA E SERVIÇOS DE SAÚDE","B2","22379622","16794974","22379622"
"1044-3983","EPIDEMIOLOGY (CAMBRIDGE, MASS., PRINT)","A1","10443983","10443983","15315487"
"2092-7193","EPIDEMIOLOGY AND HEALTH","A4","20927193",NA,"20927193"
"1469-4409","EPIDEMIOLOGY AND INFECTION (ONLINE)","A4","14694409","9502688","14694409"
"2045-7960","EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES","A1","20457960","20457960","20457979"
"2282-0930","EPIDEMIOLOGY, BIOSTATISTICS AND PUBLIC HEALTH","B1","22820930","22822305","22820930"
"1756-8935","EPIGENETICS & CHROMATIN","A1","17568935","17568935",NA
"1528-1167","EPILEPSIA (COPENHAGEN. ONLINE)","A1","15281167","139580","15281167"
"1525-5050","EPILEPSY & BEHAVIOR (PRINT)","A3","15255050","15255050","15255069"
"0920-1211","EPILEPSY RESEARCH","A3","9201211","9201211","18726844"
"1294-9361","EPILEPTIC DISORDERS","B1","12949361","12949361","19506945"
"0705-3797","EPISODES","A3","7053797","7053797",NA
"1853-0494","EPISTEMUS","B1","18530494",NA,NA
"2193-1127","EPJ DATA SCIENCE","A1","21931127",NA,"21931127"
"2196-0763","EPJ QUANTUM TECHNOLOGY","A3","21960763",NA,"21960763"
"1286-0042","EPJ. APPLIED PHYSICS (PRINT)","B2","12860042","12860042","12860050"
"1518-2487","EPTIC (UFS)","A4","15182487",NA,NA
"2183-184X","E-PÚBLICA: REVISTA ELETRÓNICA DE DIREITO PÚBLICO (ONLINE)","B1","2183184X",NA,NA
"0957-7734","EQUINE VETERINARY EDUCATION","B1","9577734","9577734","20423292"
"0425-1644","EQUINE VETERINARY JOURNAL","A1","4251644","4251644","20423306"
"1941-5842","E-REVIEW OF TOURISM RESEARCH","A3","19415842","19415842",NA
"2238-2542","E-REVISTA LOGO","A4","22382542",NA,NA
"2317-8876","ERGODESIGN & HCI","B2","23178876",NA,NA
"0143-3857","ERGODIC THEORY & DYNAMICAL SYSTEMS (PRINT)","A2","1433857","1433857","14694417"
"0014-0139","ERGONOMICS (LONDON. PRINT)","A3","140139","140139","13665847"
"2312-0541","ERJ OPEN RESEARCH","A4","23120541",NA,"23120541"
"0165-0106","ERKENNTNIS (DORDRECHT. PRINT)","A2","1650106","1650106","15728420"
"2227-9679","ERUDITIO","B2","22279679",NA,NA
"1262-3377","ESAIM. CONTRÔLE, OPTIMISATION ET CALCUL DES VARIATIONS","A1","12623377","12928119","12623377"
"1292-8100","ESAIM. P&S","B2","12928100","12928100","12623318"
"2175-7976","ESBOÇOS","A2","21757976",NA,NA
"0717-6805","ESCENARIOS ACTUALES","B3","7176805",NA,NA
"1414-8145","ESCOLA ANNA NERY","B1","14148145",NA,NA
"2526-6543","ESCRIPTURAS - REVISTA ELETRÔNICA DE HISTÓRIA DA UNIVERSIDADE DE PERNAMBUCO/CAMPUS PETROLINA","B2","25266543",NA,NA
"2238-7188","ESCRITAS: REVISTA DO CURSO DE HISTÓRIA DE ARAGUAÍNA","A4","22387188",NA,NA
"1853-2055","ESCRITOS CONTABLES Y DE ADMINISTRACIÓN (EN LÍNEA)","B3","18532055",NA,NA
"1989-3809","ESCRITOS DE PSICOLOGÍA","B1","19893809",NA,NA
"2059-7029","ESMO OPEN","B2","20597029",NA,"20597029"
"0014-0481","ESPACES ET SOCIÉTÉS","A4","140481",NA,NA
"1315-0006","ESPACIO ABIERTO (CARACAS. 1992)","A4","13150006",NA,NA
"1688-5953","ESPACIO ABIERTO (MONTEVIDEO)","B3","16885953",NA,NA
"2340-7263","ESPACIO, TIEMPO Y EDUCACIÓN","A3","23407263",NA,"23407263"
"2340-1478","ESPACIO, TIEMPO Y FORMA (ONLINE)","B1","23401478","11304715","23401478"
"1515-9485","ESPACIOS EN BLANCO. SERIE INDAGACIONES","B1","15159485",NA,NA
"1665-8140","ESPACIOS PÚBLICOS","B1","16658140",NA,NA
"2007-9729","ESPACIOS TRANSNACIONALES","B2","20079729",NA,NA
"0103-7668","ESPAÇO (RIO DE JANEIRO. 1990)","B1","1037668",NA,NA
"1982-6524","ESPAÇO AMERÍNDIO (UFRGS)","A4","19826524",NA,NA
"1413-3342","ESPAÇO E CULTURA (UERJ)","B4","14133342",NA,NA
"2317-7837","ESPAÇO E ECONOMIA","B1","23177837",NA,NA
"1516-9375","ESPAÇO E GEOGRAFIA (UNB)","B3","15169375",NA,NA
"2526-5725","ESPAÇO E TEMPO MIDIÁTICOS","B4","25265725",NA,NA
"1519-7816","ESPAÇO EM REVISTA","B1","15197816",NA,NA
"1519-5899","ESPAÇO JURÍDICO","A1","15195899",NA,NA
"0103-3832","ESPAÇO PARA A SAÚDE","B3","1033832",NA,NA
"2183-4644","ESPAÇOS VIVIDOS E ESPAÇOS CONSTRUÍDOS (ONLINE)","B3","21834644",NA,NA
"2526-7582","ESPECTRO DA CRÍTICA","B4","25267582",NA,NA
"1809-1296","ESPORTE E SOCIEDADE","A3","18091296",NA,NA
"0014-0759","ESPRIT","A1","140759","140759","21114579"
"2066-5083","ESSACHESS - JOURNAL FOR COMMUNICATION STUDIES (IMPRESSO)","B3","20665083","20665083","1775352X"
"0071-1365","ESSAYS IN BIOCHEMISTRY","A2","711365","711365","17441358"
"1526-0569","ESSAYS IN PHILOSOPHY","A4","15260569",NA,NA
"1516-6406","ESSENTIA (SOBRAL/CE)","B2","15166406",NA,NA
"1809-046X","ESTAÇÃO CIENTÍFICA (FESJF. ONLINE)","A4","1809046X",NA,NA
"1980-6051","ESTAÇÃO CIENTÍFICA (JUIZ DE FORA. IMPRESSO)","A4","19806051",NA,NA
"2179-1902","ESTAÇÃO CIENTÍFICA (UNIFAP)","B2","21791902",NA,NA
"1983-1048","ESTAÇÃO LITERÁRIA","A4","19831048",NA,NA
"2525-1805","ESTADO ABIERTO: REVISTA SOBRE EL ESTADO, LA ADMINISTRACIÓN Y LAS POLÍTICAS PÚBLICAS","B3","25251805",NA,NA
"0717-6759","ESTADO, GOBIERNO, GESTIÓN PÚBLICA (IMPRESA)","B3","7176759",NA,NA
"2177-4273","ESTÉTICA","B4","21774273",NA,NA
"1643-1243","ESTETYKA I KRYTYKA : THE POLISH JOURNAL OF AESTHETICS","B3","16431243",NA,NA
"1981-1624","ESTILOS DA CLÍNICA","A4","19811624",NA,NA
"1806-3144","ESTIMA (SOCIEDADE BRASILEIRA DE ESTOMATERAPIA)","B4","18063144",NA,NA
"1559-2723","ESTUARIES AND COASTS","A2","15592723","15592723","15592731"
"0272-7714","ESTUARINE, COASTAL AND SHELF SCIENCE (PRINT)","A2","2727714","2727714","10960015"
"1647-6158","ESTUDIO","B1","16476158",NA,NA
"2500-9311","ESTUDIOS ARTÍSTICOS: REVISTA DE INVESTIGACIÓN CREADORA","A3","25009311",NA,NA
"0718-0195","ESTUDIOS CONSTITUCIONALES","A4","7180195","7180195","7185200"
"0185-0164","ESTUDIOS DE ASIA Y AFRICA","A4","1850164","1850164",NA
"0212-7636","ESTUDIOS DE LINGÜÍSTICA","A2","2127636",NA,NA
"2250-4397","ESTUDIOS DEL ISHIR","B3","22504397",NA,NA
"0186-7210","ESTUDIOS DEMOGRÁFICOS Y URBANOS DE EL COLEGIO DE MÉXICO","A2","1867210","1867210",NA
"0425-368X","ESTUDIOS ECONÓMICOS","A3","425368X",NA,NA
"1900-8325","ESTUDIOS EN SEGURIDAD Y DEFENSA","B2","19008325",NA,NA
"0187-6961","ESTUDIOS FRONTERIZOS","A2","1876961",NA,NA
"0367-0449","ESTUDIOS GEOLOGICOS","B2","3670449","3670449","19883250"
"0123-5923","ESTUDIOS GERENCIALES","B1","1235923",NA,NA
"1688-5317","ESTUDIOS HISTÓRICOS (RIVERA)","A4","16885317",NA,NA
"0792-7061","ESTUDIOS INTERDISCIPLINARIOS DE AMERICA LATINA Y EL CARIBE","A4","7927061",NA,NA
"2448-4946","ESTUDIOS LATINOAMERICANOS","B4","24484946",NA,NA
"1578-6676","ESTUDIOS NIETZSCHE","B4","15786676",NA,NA
"0251-2483","ESTUDIOS PARAGUAYOS","A3","2512483",NA,NA
"0718-0705","ESTUDIOS PEDAGÓGICOS (ONLINE)","A4","7180705",NA,NA
"2250-4001","ESTUDIOS RURALES","B1","22504001",NA,NA
"1405-2210","ESTUDIOS SOBRE LAS CULTURAS CONTEMPORÁNEAS","A4","14052210",NA,NA
"2451-5965","ESTUDIOS SOCIALES CONTEMPORÁNEOS","B2","24515965",NA,NA
"0124-0579","ESTUDIOS SOCIO-JURÍDICOS","A4","1240579",NA,NA
"0185-4186","ESTUDIOS SOCIOLÓGICOS","A2","1854186","1854186",NA
"0423-5037","ESTUDIOS TURÍSTICOS","B2","4235037",NA,NA
"0327-5841","ESTUDIOS Y PERSPECTIVAS EN TURISMO","B1","3275841",NA,NA
"0104-7132","ESTUDO & DEBATE (UNIVATES. IMPRESSO)","B3","1047132",NA,NA
"0102-4906","ESTUDOS ANGLO-AMERICANOS","B1","1024906",NA,NA
"1806-9592","ESTUDOS AVANÇADOS (ONLINE)","A1","18069592","1034014","18069592"
"2237-941X","ESTUDOS CONTEMPORANEOS DA SUBJETIVIDADE","B1","2237941X",NA,NA
"1808-1355","ESTUDOS DA LÍNGUA(GEM) (IMPRESSO)","B1","18081355",NA,NA
"1982-0534","ESTUDOS DA LÍNGUA(GEM) (ONLINE)","B1","19820534",NA,NA
"2525-9261","ESTUDOS DE ADMINISTRAÇÃO E SOCIEDADE","B4","25259261",NA,NA
"1989-578X","ESTUDOS DE LINGUISTICA GALEGA","A3","1989578X","18892566","1989578X"
"2316-4018","ESTUDOS DE LITERATURA BRASILEIRA CONTEMPORÂNEA","A1","23164018","15180158","23164018"
"0100-3437","ESTUDOS DE PSICANÁLISE (IMPRESSO)","A4","1003437",NA,NA
"0103-166X","ESTUDOS DE PSICOLOGIA (PUCCAMP. IMPRESSO)","A1","103166X",NA,NA
"1413-294X","ESTUDOS DE PSICOLOGIA (UFRN)","A1","1413294X","1413294X",NA
"0103-801X","ESTUDOS DE RELIGIAO (IMS)","A2","103801X",NA,NA
"1414-0144","ESTUDOS DE SOCIOLOGIA (SÃO PAULO)","B1","14140144",NA,NA
"1134-1629","ESTUDOS DEL MENSAJE PERIODISTICO","B3","11341629","11341629","19882696"
"1413-4128","ESTUDOS DO CEPE (UNISC)","B2","14134128",NA,NA
"1645-3530","ESTUDOS DO SÉCULO XX","B1","16453530",NA,NA
"1982-9884","ESTUDOS DO TRABALHO","B4","19829884",NA,NA
"2316-2481","ESTUDOS E ANÁLISES DE CONJUNTURA DO OBSERVATÓRIO POLÍTICO DOS ESTADOS UNIDOS","B3","23162481",NA,NA
"1676-3041","ESTUDOS E PESQUISAS EM PSICOLOGIA (UERJ. IMPRESSO)","A4","16763041",NA,NA
"1980-5357","ESTUDOS ECONÔMICOS","A3","19805357","1014161","19805357"
"1984-932X","ESTUDOS EM AVALIAÇÃO EDUCACIONAL (ONLINE)","A2","1984932X",NA,NA
"1646-4974","ESTUDOS EM COMUNICACAO","A4","16464974",NA,"16464974"
"0104-4249","ESTUDOS EM DESIGN (IMPRESSO)","A2","1044249",NA,NA
"1984-6924","ESTUDOS EM JORNALISMO E MÍDIA","A4","19846924",NA,NA
"0104-026X","ESTUDOS FEMINISTAS","A1","104026X",NA,NA
"1806-9584","ESTUDOS FEMINISTAS","A1","18069584","104026X","18069584"
"1678-698X","ESTUDOS GEOGRÁFICOS (UNESP)","B2","1678698X",NA,NA
"1980-8208","ESTUDOS GEOLÓGICOS (UFPE)","B4","19808208",NA,NA
"0103-2186","ESTUDOS HISTORICOS (RIO DE JANEIRO)","A1","1032186","1032186","21781494"
"0101-4064","ESTUDOS IBERO-AMERICANOS (PUCRS. IMPRESSO)","A1","1014064","1014064","1980864X"
"2236-6407","ESTUDOS INTERDISCIPLINARES EM PSICOLOGIA","A3","22366407",NA,NA
"1517-2473","ESTUDOS INTERDISCIPLINARES SOBRE O ENVELHECIMENTO","A3","15172473",NA,NA
"2317-773X","ESTUDOS INTERNACIONAIS","A3","2317773X",NA,"2317773X"
"1413-8298","ESTUDOS JAPONESES (USP)","B1","14138298",NA,NA
"2318-0501","ESTUDOS KANTIANOS","B1","23180501",NA,NA
"0187-1811","ESTUDOS LATINOAMERICANOS","B4","1871811",NA,NA
"1647-0346","ESTUDOS LINGUÍSTICOS (LISBOA)","B1","16470346",NA,NA
"1413-0939","ESTUDOS LINGUÍSTICOS (SÃO PAULO. 1978)","A2","14130939",NA,NA
"2176-4794","ESTUDOS LINGUÍSTICOS E LITERÁRIOS","A4","21764794",NA,NA
"2179-3441","ESTUDOS NIETZSCHE","B1","21793441",NA,NA
"1980-4016","ESTUDOS SEMIÓTICOS (USP)","A4","19804016",NA,NA
"2526-7752","ESTUDOS SOCIEDADE E AGRICULTURA (ONLINE)","A3","25267752",NA,NA
"1413-0580","ESTUDOS SOCIEDADE E AGRICULTURA (UFRRJ)","A3","14130580",NA,NA
"0101-3130","ESTUDOS TEOLÓGICOS","A2","1013130",NA,NA
"1983-1838","E-TECH: TECNOLOGIAS PARA COMPETITIVIDADE INDUSTRIAL","B3","19831838",NA,NA
"1677-2954","ETHIC@ (UFSC)","A2","16772954",NA,NA
"1559-4343","ETHICAL HUMAN PSYCHOLOGY AND PSYCHIATRY","B3","15594343","15594343",NA
"1050-8422","ETHICS & BEHAVIOR","A1","10508422","10508422","15327019"
"0141-9870","ETHNIC AND RACIAL STUDIES (PRINT)","A1","1419870","1419870","14664356"
"1049-510X","ETHNICITY & DISEASE","B3","1049510X","1049510X","19450826"
"1355-7858","ETHNICITY & HEALTH (PRINT)","A1","13557858","13557858","14653419"
"2238-4782","ETHNOBIOLOGY AND CONSERVATION (ONLINE)","A2","22384782","22384782",NA
"2159-8126","ETHNOBIOLOGY LETTERS","A4","21598126","21598126",NA
"1745-7823","ETHNOGRAPHY AND EDUCATION (PRINT)","A3","17457823","17457823","17457831"
"0014-1836","ETHNOMUSICOLOGY","A2","141836","141836",NA
"0179-1613","ETHOLOGY","A2","1791613","1791613","14390310"
"0394-9370","ETHOLOGY ECOLOGY & EVOLUTION (TESTO STAMPATO)","A2","3949370","3949370","18287131"
"1988-7973","ETICA DE LOS CUIDADOS","B4","19887973",NA,NA
"1414-3917","ÉTICA E FILOSOFIA POLÍTICA","B2","14143917",NA,NA
"2448-2137","ÉTICA E FILOSOFIA POLÍTICA (ONLINE)","B2","24482137",NA,NA
"0921-5158","ETNOFOOR","A3","9215158",NA,NA
"1669-2632","ETNOGRAFÍAS CONTEMPORÁNEAS","A3","16692632",NA,NA
"2451-8050","ETNOGRAFÍAS CONTEMPORÁNEAS.","A3","24518050",NA,NA
"0873-6561","ETNOGRÁFICA (LISBOA)","A1","8736561","8736561","21822891"
"1225-6463","ETRI JOURNAL","A4","12256463","12256463","22337326"
"2429-4667","ÉTUDES CANADIENNES (ONLINE)","B3","24294667",NA,NA
